ticker,company,target,date,year,deal_size_mn,deal_type,ta_group,specialty,size_basis,note,source_url,upfront_musd,milestone_musd,deal_subtype,confidence
PFE,Pfizer,Bamboo Therapeutics,2016-08-01,2016,645.0,M&A,Gene/Cell Therapy,Gene Therapy,Actual,rAAV vectors for Duchenne muscular dystrophy & CNS disorders; NC vector plant (reuters.com),,,,,
ROG,Roche,Ariosa Diagnostics,2015-01-12,2015,636.0,M&A,Diagnostics,Diagnostics,Actual,Harmony™ non-invasive prenatal test (NIPT) – entry into cfDNA screening.,,,,,
AZN,AstraZeneca,AbelZeta — C-CAR031 GPC3 CAR-T (remaining China rights),2026-01-18,2026,630.0,BD,Oncology,"Oncology (cell therapy, HCC/solid tumors",Actual,,https://www.prnewswire.com/news-releases/abelzeta-announces-remaining-china-rights-to-gpc3-armored-car-t-therapy-to-be-acquired-by-astrazeneca-302664054.html,,,BD-rights,HIGH
AMGN,Amgen,DISCO Pharmaceuticals,2026-01-07,2026,618.0,BD,Oncology,Oncology (cancer surfaceome / cell-surfa,Actual,,https://www.globenewswire.com/news-release/2026/01/07/3214315/0/en/DISCO-Pharmaceuticals-Enters-License-Agreement-to-Advance-Novel-Cancer-Surfaceome-Targeted-Therapies.html,,,BD-license,HIGH
GSK,GSK,Halozyme Therapeutics — ENHANZE SC delivery,2026-05-07,2026,610.0,BD,Oncology,Oncology — subcutaneous delivery for mul,Actual,,https://www.prnewswire.com/news-releases/halozyme-announces-global-collaboration-and-license-agreement-with-gsk-to-develop-subcutaneous-formulations-of-multiple-promising-oncology-targets-302765632.html,30.0,580.0,BD-license,HIGH
MRK,Merck & Co,Caraway Therapeutics,2023-11-20,2023,610.0,M&A,CNS/Neurology,Neurology,Estimated,Small-molecule lysosomal modulators for ALS & neurodegeneration,,,,,
MRK,Merck & Co,cCAM Biotherapeutics,2015-07-28,2015,606.0,M&A,Oncology,Oncology,Estimated,CM-24 (anti-CEACAM1) immune-checkpoint antibody,,,,,
JNJ,Johnson & Johnson,Novira Therapeutics,2015-12-04,2015,600.0,M&A,Other,Infectious Disease,Actual,NVR 3-778 capsid inhibitor for chronic hepatitis B,,,,,
AZN,AstraZeneca,Allergan (Respiratory Business),2015-03-03,2015,600.0,M&A,Respiratory,Respiratory,Actual,"Daliresp® (roflumilast) PDE-4, tudulipti / breezhaler programmes",,,,,
SNY,Sanofi,Dren-0201,2025-05-16,2025,600.0,M&A,Immunology,Immunology,Actual,DR-0201 bispecific myeloid-cell engager for rapid B-cell depletion in autoimmune diseases (sanofi.com),,,,,
BMY,Bristol Myers Squibb,Padlock Therapeutics,2016-04-01,2016,600.0,M&A,Immunology,Immunology,Actual,PAD4 inhibitors for RA & lupus,,,,,
AMGN,Amgen,BioVex Group,2011-03-04,2011,597.0,M&A,Oncology,Oncology,Actual,Imlygic (T-VEC): An oncolytic immunotherapy.,,,,,
ROG,Roche,SAGA Diagnostics,2026-04-16,2026,595.0,M&A,Oncology,Tumor-informed MRD / cancer-monitoring d,Actual,,https://www.roche.com/investors/updates/inv-update-2026-04-16b,,,M&A,HIGH
ROG,Roche,Adheron Therapeutics,2015-10-09,2015,580.0,M&A,Immunology,Immunology,Actual,Anti-Cadherin-11 mAb RG6125 for rheumatoid arthritis & fibrotic lung disease.,,,,,
MRK,Merck & Co,Rosetta lnpharmatics,2001-07-19,2001,576.0,M&A,Other,Other,Estimated,Gene-expression microarray & bio-informatics discovery suite,,,,,
AZN,AstraZeneca,Takeda Pharmaceutical (Respiratory Bu,2016-03-01,2016,575.0,M&A,Respiratory,Respiratory,Actual,"R&D portfolio in severe asthma & COPD (anti-TSLP, anti-IL-33 mAbs)",,,,,
GSK,GSK,CN5 (Minnesota),2006-12-19,2006,566.0,M&A,Consumer Health,Consumer Health,Actual,Breathe Right nasal strips.,,,,,
ROG,Roche,TlB Molbiol Syntheselabor,2021-12-01,2021,554.2,M&A,Diagnostics,Diagnostics,Actual,Custom primers & kits; rapid SARS-CoV-2 and emerging-pathogen panels for Roche Molecular.,,,,,
MRK,Merck & Co,Rigontec,2017-10-26,2017,551.2,M&A,Immunology,Immunology,Estimated,RIG-I agonists (IV-RIG) driving innate immunity in cancer & antivirals,,,,,
NVS,Novartis,Proteon Therapeutics,2014-03-18,2014,550.0,M&A,Cardiovascular/Metabolic,Cardiovascular/Metabolic,Actual,Vonapanitase elastase for AV-fistula patency in ESRD dialysis.,,,,,
SNY,Sanofi,Acambis,2008-07-28,2008,549.0,M&A,Vaccines,Vaccines,Actual,ACAM2000® smallpox vaccine & WEE/EEE/JE‐chimaera flavivirus platform,,,,,
SNY,Sanofi,Fovea Pharmaceuticals,2009-10-01,2009,539.8,M&A,Ophthalmology,Ophthalmology,Actual,"FOV2304 (TRPV1 antagonist, DME) and FOV1101 (trazodone, retinitis pigmentosa) pipeline",,,,,
SNY,Sanofi,BiPar Sciences,2009-04-15,2009,539.0,M&A,Oncology,Oncology,Actual,Iniparib (PARP-1 inhibitor) for triple-negative breast cancer,,,,,
ROG,Roche,Marcadia Biotech,2010-12-29,2010,537.0,M&A,Cardiovascular/Metabolic,Cardiovascular/Metabolic,Actual,Dual GLP-1/GCGR & oxyntomodulin analogues for diabetes / obesity.,,,,,
ROG,Roche,Tensha Therapeutics,2016-01-11,2016,535.0,M&A,Oncology,Oncology,Actual,BET-bromodomain inhibitor RG6146 for solid tumours; epigenetic-IO synergy.,,,,,
ROG,Roche,Trophos,2015-03-03,2015,532.3,M&A,CNS/Neurology,Cns,Actual,Olesoxime & mitochondrial pipeline for spinal muscular atrophy (later discontinued).,,,,,
PFE,Pfizer,Novavax (NVAX),2026-01-20,2026,530.0,BD,Vaccines,Vaccines / infectious disease (Matrix-M ,Actual,,https://ir.novavax.com/press-releases/2026-01-20-Novavax-Announces-Entering-into-a-License-Agreement-with-Pfizer,30.0,500.0,BD-license,HIGH
PFE,Pfizer,Angiosyn,2005-05-05,2005,527.0,M&A,Ophthalmology,Ophthalmology,Actual,"Anti-angiogenic peptide (ANG-1005) for wet AMD / retinal NV (ophthalmologytimes.com, pharmatimes.com)",,,,,
PFE,Pfizer,ReViral,2022-04-06,2022,525.0,M&A,Anti-Infectives,Anti-Infectives,Actual,Sisunatovir & RV-521 – first-in-class RSV fusion & N-protein inhibitors (pfizer.com),,,,,
BMY,Bristol Myers Squibb,Cormorant Pharmaceuticals,2016-07-05,2016,520.0,M&A,Oncology,Oncology,Actual,HuMax-IL-8 (BMS-986253) targeting TME inflammation,,,,,
BMY,Bristol Myers Squibb,2Seventy Bio,2025-05-13,2025,501.0,M&A,Oncology,Oncology,Actual,Remaining 50 % royalty in ide-cel CAR-T for multiple myeloma (news.bms.com),,,,,
AZN,AstraZeneca,Pinetree Therapeutics — PTX-299 pan-EGFR degrader (option exercise),2026-04-01,2026,500.0,BD,Oncology,Oncology (EGFR-driven tumors); option-to,Actual,,https://www.prnewswire.com/news-releases/pinetree-therapeutics-announces-exercise-of-option-to-license-egfr-degrader-program-by-astrazeneca-302754627.html,25.0,475.0,BD-option,MEDIUM
NVS,Novartis,Elixir Pharmaceuticals,2009-05-20,2009,500.0,BD,Cardiovascular/Metabolic,Cardiovascular/Metabolic,Actual,Option to buy rights to ghrelin-antagonist program for type-2 diabetes + sirtuin-modulator platform aimed at ageing & metabolic disease (biospace.com),,,,,
PFE,Pfizer,Rinat Neuroscience,2006-05-16,2006,500.0,M&A,CNS/Neurology,Cns,Actual,mAb portfolio incl. anti-NGF tanezumab for chronic OA pain (fiercebiotech.com),,,,,
PFE,Pfizer,Sciwind Biosciences (Hangzhou Sciwind / 杭州中美华东 unlisted),2026-02-24,2026,495.0,BD,Cardiovascular/Metabolic,Metabolic / obesity & T2D (GLP-1 recepto,Actual,,https://www.prnewswire.com/news-releases/sciwind-biosciences-partners-with-pfizer-china-to-commercialize-its-biased-glp-1-in-china-302695339.html,,,BD-rights,HIGH
ROG,Roche,Dutalys,2014-12-18,2014,489.4,M&A,Other,Platform,Actual,DutaMab® two-in-one antibody-format engineering technology.,,,,,
BMY,Bristol Myers Squibb,Adnexus Therapeutics,2007-10-01,2007,489.0,M&A,Oncology,Oncology,Actual,CT-322 anti-VEGFR2 Adnectin & protein-engineering platform,,,,,
SNY,Sanofi,Medley Farmacéutica,2009-04-09,2009,462.6,M&A,Gene/Cell Therapy,Generics,Actual,"#1 Brazilian generics player, boosting Emerging-Market revenue mix",,,,,
JNJ,Johnson & Johnson,Omrix Biopharmaceuticals,2008-12-30,2008,458.0,M&A,Other,Other,Actual,Bioseal™ fibrin sealant & Evicel™ topical hemostatic patch for surgical bleeding,,,,,
GSK,GSK,Domantis,2007-01-05,2007,457.9,M&A,Other,Platform,Actual,"Domain Antibodies (dAbs) technology, a novel, small antibody format.",,,,,
ROG,Roche,lQuum,2014-06-10,2014,457.0,M&A,Diagnostics,Diagnostics,Actual,"Liat™ system – 20-min PCR for flu, RSV, SARS-CoV-2; builds POC molecular franchise.",,,,,
NVS,Novartis,Encore Vision,2017-01-20,2017,456.0,M&A,Ophthalmology,Ophthalmology,Actual,EV06 (UNR-844) topical lipoic-acid choline ester eye-drops to reverse lens stiffening in presbyopia (dallasnews.com),,,,,
ROG,Roche,Santaris Pharma,2014-08-31,2014,450.0,M&A,Gene/Cell Therapy,Gene Therapy,Actual,"Locked-nucleic-acid (LNA) antisense platform; miravirsen for HCV (assets.roche.com, nature.com)",,,,,
LLY,Eli Lilly,Applied Molecular Evolution,2022-12-01,2022,449.2,M&A,Other,Other,Actual,AME™ directed-evolution platform (disease-agnostic),,,,,
ROG,Roche,Inflazome,2020-09-18,2020,445.2,M&A,Immunology,Immunology,Actual,"Oral NLRP3 inhibitors (inzomelid, somalix) for inflam-driven CNS & systemic disorders (fiercebiotech.com, businesswire.com)",,,,,
LLY,Eli Lilly,Akouos,2022-12-01,2022,445.0,M&A,Gene/Cell Therapy,Gene Therapy,Actual,AK-OTOF AAV for genetic hearing loss,,,,,
ROG,Roche,Kapa Biosystems,2015-11-30,2015,445.0,M&A,Diagnostics,Diagnostics,Actual,"High-fidelity PCR & library-prep enzymes to improve sequencing accuracy & speed (assets.roche.com, prnewswire.com)",,,,,
BMY,Bristol Myers Squibb,Galecto (NAS: GLTO),2014-11-03,2014,444.0,M&A,Oncology,Oncology,Actual,"Galectin-3 inhibitor GB-1211 for IPF, NASH, fibrosis-driven tumours",,,,,
NVS,Novartis,Aspen Pharmacare (apanese Generics,2019-11-11,2019,443.9,M&A,Gene/Cell Therapy,Generics,Actual,Portfolio of c. 20 off-patent anaesthetic & specialty brands to expand Sandoz footprint in Japan’s hospital channel (fiercepharma.com),,,,,
AZN,AstraZeneca,Omthera Pharmaceuticals,2013-07-18,2013,443.0,M&A,Cardiovascular/Metabolic,Cardiovascular/Hematology,Estimated,Epanova® (omega-3 carboxylic acids) for severe hypertriglyceridaemia,,,,,
ABBV,AbbVie,Facet Biotech,2010-04-21,2010,430.0,M&A,Immunology,Immunology,Actual,Daclizumab anti-CD25 mAb for MS; early bispecific oncology assets,,,,,
ROG,Roche,GeneWeave Biosciences,2015-08-14,2015,427.0,M&A,Diagnostics,Diagnostics,Actual,"Smarticles® rapid phenotypic ID & antibiotic-susceptibility testing platform (genengnews.com, genomeweb.com)",,,,,
NVS,Novartis,Calypso Biotech,2024-01-07,2024,425.0,M&A,Immunology,Immunology,Actual,"CALY-002 first-in-class anti-IL-15 mAb for celiac disease, eosinophilic oesophagitis & other barrier disorders; adds cytokine expertise (marketscreener.com)",,,,,
NVS,Novartis,NeuTec Pharma,2006-07-14,2006,422.9,M&A,Other,Infectious Disease,Actual,Mycograb™ (anti-Candida) & Aurograb™ (anti-MRSA) antibody pipeline to strengthen hospital anti-infective franchise (fiercebiotech.com),,,,,
MRK,Merck & Co,Inspire Pharmaceuticals,2011-05-16,2011,420.0,M&A,Ophthalmology,Ophthalmology,Estimated,Diquafosol & ocular-surface therapies for dry-eye disease,,,,,
NVS,Novartis,Ziarco,2017-01-20,2017,420.0,M&A,Immunology,Immunology,Actual,"ZPL-389 oral H4-receptor antagonist in Ph II for atopic dermatitis & psoriasis, bolstering eczema pipeline (genengnews.com)",,,,,
ROG,Roche,Promedior,2020-02-13,2020,414.0,M&A,Respiratory,Respiratory/Fibrosis,Actual,"PRM-151 (recombinant pentraxin-2) for idiopathic pulmonary fibrosis & myelofibrosis (prnewswire.com, prnewswire.com)",,,,,
LLY,Eli Lilly,Hypnion,2007-04-03,2007,413.0,M&A,CNS/Neurology,Cns,Actual,Orexin antagonists,,,,,
AMGN,Amgen,Dezima Pharma,2015-10-14,2015,410.0,M&A,Cardiovascular/Metabolic,Cardiovascular,Actual,Obicetrapib: An oral CETP inhibitor for high cholesterol.,,,,,
SNY,Sanofi,Vigil Neuro (NAS: VIGL),2025-08-05,2025,405.9,M&A,CNS/Neurology,Cns,Actual,VG-3927 oral TREM2 agonist to enhance microglial neuro-protection in Alzheimer’s (sanofi.com),,,,,
NVS,Novartis,Protez Pharmaceuticals,2008-06-04,2008,402.0,M&A,Other,Infectious Disease,Actual,PZ-601 (razupenem) IV carbapenem active vs. MRSA & other resistant Gram-positive pathogens (biospace.com),,,,,
PFE,Pfizer,FoldRx Pharmaceuticals,2010-10-06,2010,400.0,M&A,Other,Other,Actual,Tafamidis (ATTR amyloidosis) – orphan small-molecule stabiliser (fiercebiotech.com),,,,,
MRK,Merck & Co,GlycoFi,2006-06-30,2006,400.0,M&A,Other,Other,Actual,Yeast glyco-engineering for human-like antibody glycosylation,,,,,
LLY,Eli Lilly,Hybritech,1986-03-19,1986,400.0,M&A,Diagnostics,Diagnostics,Actual,PSA assay & antibody tech,,,,,
MRK,Merck & Co,IOmet Pharma,2016-01-11,2016,400.0,M&A,Oncology,Oncology,Estimated,IDO1/TDO immuno-metabolism inhibitors for tumour immune evasion,,,,,
AMGN,Amgen,Decode Genetics,2012-12-10,2012,399.0,M&A,Other,Platform,Actual,Human genetics and population genomics platform for target discovery.,,,,,
AMGN,Amgen,llypsa,2007-07-18,2007,398.0,M&A,Other,Renal,Actual,Non-absorbed polymer drugs for hyperphosphatemia.,,,,,
AZN,AstraZeneca,Neogene Therapeutics,2023-01-16,2023,387.0,M&A,Gene/Cell Therapy,Gene/Cell Therapy,Estimated,Personalised TCR-T cell therapies targeting neo-antigens in solid tumours (astrazeneca.com),,,,,
SNY,Sanofi,Bmp Sunstone,2011-02-24,2011,384.0,M&A,Consumer Health,Consumer-Health,Actual,"OTC paediatric cough-&-cold brands (e.g., Goodbaby) – CHC beach-head in mainland China",,,,,
MRK,Merck & Co,Wiralytics,2018-06-20,2018,378.7,M&A,Oncology,Oncology,Actual,Cavatak® (CVA21) oncolytic virus for melanoma & solid tumours,,,,,
BMY,Bristol Myers Squibb,Amira Pharmaceuticals,2011-09-07,2011,375.0,M&A,Respiratory,Respiratory,Actual,LPA1 inhibitor (ziritaxestat) for IPF & asthma,,,,,
MRK,Merck & Co,OncoEthix,2014-12-18,2014,375.0,M&A,Oncology,Oncology,Estimated,BET-bromodomain inhibitor OTX-015 (MK-8628) for haematologic cancers,,,,,
AZN,AstraZeneca,KuDOS Pharmaceuticals,2006-01-31,2006,371.7,M&A,Oncology,Oncology,Actual,PARP-1 inhibitor olaparib (Lynparza®) cornerstone of DNA-damage franchise,,,,,
MRK,Merck & Co,NovaCardia,2007-09-11,2007,366.4,M&A,Cardiovascular/Metabolic,Cardiovascular/Hematology,Actual,Rolofylline (A1-receptor antagonist) for acute heart-failure diuresis,,,,,
SNY,Sanofi,Kiadis Pharma,2021-04-16,2021,365.2,M&A,Oncology,Oncology,Actual,"Off-the-shelf NK-cell platform (K-NK92 & K-003) for heme-onc combos (sanofi.com, fiercebiotech.com)",,,,,
PFE,Pfizer,InnoPharma,2014-09-24,2014,360.0,M&A,Other,Biosimilars,Actual,503B compounder & US ANDA pipeline for hospital generics (pfizer.com),,,,,
AZN,AstraZeneca,Novexel,2010-01-01,2010,350.0,M&A,Other,Other,Actual,Avibactam β-lactamase inhibitor (Zavicefta®) bolsters anti-resistance antibiotic line-up,,,,,
ROG,Roche,Genia Technologies,2014-06-03,2014,350.0,M&A,Other,Sequencing,Actual,"Single-molecule semiconductor nanopore sequencer for long, low-cost reads (assets.roche.com)",,,,,
SNY,Sanofi,Bioenvision,2007-10-23,2007,345.0,M&A,Oncology,Oncology,Actual,Clofarabine (Clolar®) for paediatric ALL,,,,,
AMGN,Amgen,KAl Pharmaceuticals,2012-07-05,2012,332.0,M&A,Other,Renal,Actual,Parsabiv (etelcalcetide): A calcimimetic for secondary hyperparathyroidism in CKD patients.,,,,,
ABBV,AbbVie,Nimble Therapeutics,2025-01-23,2025,330.0,M&A,Immunology,Immunology,Actual,Cell-free peptide-library engine; oral IL-23R inhibitor for psoriasis,,,,,
NVS,Novartis,Corthera,2010-02-03,2010,327.0,M&A,Cardiovascular/Metabolic,Cardiovascular/Metabolic,Actual,"Serelaxin recombinant human relaxin for acute decompensated heart failure (fast-track, Phase III) (fiercebiotech.com)",,,,,
GSK,GSK,Okairos,2013-05-29,2013,324.4,M&A,Vaccines,Vaccines,Actual,Adenovirus-based vaccine platform for inducing T-cell immune responses.,,,,,
JNJ,Johnson & Johnson,Tibotec-Virco,2002-04-18,2002,320.0,M&A,Other,Infectious Disease,Actual,HIV protease & NNRTI pipeline (darunavir) plus Virco resistance-testing platform,,,,,
PFE,Pfizer,Excaliard Pharmaceuticals,2011-12-02,2011,316.0,M&A,Dermatology/Aesthetics,Dermatology,Actual,EXC-001 antisense CTGF inhibitor to prevent post-surgical scarring (pfizer.com),,,,,
BMY,Bristol Myers Squibb,UPSA,1994-07-31,1994,315.3,M&A,Consumer Health,Consumer Health,Actual,French OTC analgesic/antipyretic brands led by Efferalgan®,,,,,
NVS,Novartis,Spinifex Pharmaceuticals,2015-07-24,2015,312.0,M&A,CNS/Neurology,Cns,Actual,EMA-401 AT2-receptor antagonist – first-in-class oral analgesic for neuropathic pain without CNS side-effects (novartis.com),,,,,
AZN,AstraZeneca,Verus Pharmaceuticals,2007-09-24,2007,310.0,M&A,Respiratory,Respiratory,Estimated,Paediatric asthma & epinephrine autoinjector (Verus Epi) assets,,,,,
LLY,Eli Lilly,CrossBridge Bio,2026-04-14,2026,300.0,M&A,Oncology,Oncology (dual-payload ADC; lead CBB-120,Actual,,https://www.biopharmadive.com/news/lilly-crossbridge-acquire-deal-antibody-drug-conjugates/817421/,,,M&A,MEDIUM
AMGN,Amgen,Alantos Pharmaceuticals Holding,2007-07-16,2007,300.0,M&A,Cardiovascular/Metabolic,Cardiovascular,Actual,DPP-IV inhibitor program for type 2 diabetes.,,,,,
PFE,Pfizer,PowderMed,2006-10-09,2006,300.0,M&A,Vaccines,Vaccines,Actual,Needle-free micro-projection DNA-vaccine technology for pandemic flu (theguardian.com),,,,,
GSK,GSK,Corixa,2005-04-29,2005,300.0,M&A,Vaccines,Vaccines,Actual,MPL (AS04) adjuvant system.,,,,,
AZN,AstraZeneca,Sixpeaks Bio,2025-10-22,2025,300.0,M&A,Other,Obesity,Actual,Achieving weight loss supported by GLP1 RAs,,,,,
JNJ,Johnson & Johnson,Peninsula Pharmaceuticals,2005-06-30,2005,300.0,M&A,Other,Infectious Disease,Actual,Doribax® (doripenem) carbapenem for hospital Gram-negative infections,,,,,
ABBV,AbbVie,DJS Antibodies,2022-10-19,2022,287.0,M&A,Immunology,Immunology,Actual,DJS-002 first-in-class anti-LPA1 antibody for idiopathic pulmonary fibrosis,,,,,
NVS,Novartis,Vedere Bio,2020-09-01,2020,280.0,M&A,Gene/Cell Therapy,Gene Therapy,Actual,Optogenetic AAV platform + two pre-clinical vision-restoration programs for inherited retinal dystrophies & GA (novartis.com),,,,,
LLY,Eli Lilly,Alnara Pharmaceuticals,2010-07-20,2010,277.6,M&A,Other,Other,Actual,Liprotamase (pancreatic ERT),,,,,
AMGN,Amgen,Avidia,2006-10-24,2006,275.0,M&A,Other,Platform,Actual,"""Avimer"" protein therapeutics platform.",,,,,
NVS,Novartis,Reprixys Pharmaceuticals,2016-11-18,2016,268.0,M&A,Cardiovascular/Metabolic,Hematology,Actual,Crizanlizumab (SEG-101) anti-P-selectin mAb – disease-modifying therapy to cut vaso-occlusive crises in sickle-cell disease (sicklecellanemianews.com),,,,,
NVS,Novartis,Admune Therapeutics,2015-10-16,2015,258.0,M&A,Oncology,Immuno-Oncology (I/O),Actual,Heterodimeric IL-15 agonist (NK/T-cell activator) for solid-tumour immunotherapy; complements CAR-T & checkpoint portfolio (novartis.com),,,,,
AMGN,Amgen,Amgen Boulder,1994-12-22,1994,254.5,M&A,Other,Other,Actual,Small molecule research and manufacturing site (formerly Synergen).,,,,,
GSK,GSK,Laboratorios Phoenix,2010-06-10,2010,252.3,M&A,Other,Other,Actual,An Argentine pharmaceutical company with branded generics.,,,,,
ABBV,AbbVie,Celsius Therapeutics,2024-06-27,2024,250.0,M&A,Immunology,Immunology,Actual,CEL383 anti-TREM1 antibody (IBD) from single-cell multi-omics platform,,,,,
ROG,Roche,Stratos Genomics,2020-05-20,2020,250.0,M&A,Other,Sequencing,Actual,"Sequencing-by-Expansion™ (SBX) chemistry powering Roche’s future nanopore system (roche.com, biospace.com)",,,,,
ROG,Roche,Good Therapeutics,2022-08-18,2022,250.0,M&A,Immunology,Immunology,Actual,"Conditionally active, PD-1-regulated IL-2 agonist & platform for tunable cytokines (businesswire.com, ppf.eu)",,,,,
ROG,Roche,Anadys Pharmaceuticals,2011-11-23,2011,250.0,M&A,Other,Infectious Disease,Actual,Setrobuvir (ANA-598) NS5B inhibitor for oral hepatitis-C combos (prnewswire.com),,,,,
PFE,Pfizer,Orchid Chemicals&Pharmaceuticals(A,2014-07-04,2014,248.0,M&A,Anti-Infectives,Anti-Infectives,Actual,Hospira-owned cephalosporin API & carbapenem fill-finish plant feeding Pfizer’s sterile-injectable chain (en.wikipedia.org),,,,,
NVS,Novartis,CoStim Pharmaceuticals,2014-02-17,2014,248.0,M&A,Oncology,Immuno-Oncology (I/O),Actual,Early PD-1/PD-L1 & other checkpoint antibodies to power next-gen I-O combinations with Novartis CART & targeted therapies (fiercebiotech.com),,,,,
MRK,Merck & Co,Immune Design,2019-04-02,2019,245.5,M&A,Immunology,Immunology,Estimated,GLAAS® adjuvant & ZVex® vectors powering cancer vaccines,,,,,
JNJ,Johnson & Johnson,TransForm Pharmaceuticals,2005-05-03,2005,230.0,M&A,Other,Other,Actual,Crystallization screening & solid-state formulation technology,,,,,
GSK,GSK,Astrazeneca Tika,2008-11-20,2008,224.3,M&A,Other,Manufacturing,Actual,A Swedish manufacturing site for sterile products.,,,,,
MRK,Merck & Co,Provantage Health Services,2000-05-05,2000,222.0,M&A,Other,Other,Actual,PBM / speciality-pharmacy distribution capabilities (folded into Medco),,,,,
AZN,AstraZeneca,FibroGen (China),2025-09-02,2025,220.0,M&A,Cardiovascular/Metabolic,Cardiovascular/Hematology,Actual,"Roxadustat HIF-PHI for anaemia in CKD; gives AZ full control in China (investor.fibrogen.com, globenewswire.com)",,,,,
LLY,Eli Lilly,Mablink,2023-12-01,2023,217.5,M&A,Oncology,Oncology,Actual,PSARLink™ hydrophilic linker for high-DAR ADCs (biospace.com),,,,,
SNY,Sanofi,Novazyme PharmaceuticalsTargeGen,2001-09-27,2001,215.4,M&A,Rare Disease,Rare Disease,Actual,Recombinant GAA programme for Pompe disease (became Myozyme® adjunct),,,,,
ABBV,AbbVie,Landos Biopharma,2024-05-23,2024,212.5,M&A,Immunology,Immunology,Actual,NX-13 oral NLRX1 agonist for ulcerative colitis & Crohn’s,,,,,
GSK,GSK,Bristol-Myers Squibb (Egypt Business),2008-10-15,2008,210.0,M&A,Other,Other,Actual,A portfolio of branded generic medicines in the MENA region.,,,,,
MRK,Merck & Co,Abceutics,2024-04-05,2024,208.0,M&A,Oncology,Oncology,Actual,Payload-Binding Selectivity Enhancer to improve ADC safety,,,,,
AMGN,Amgen,Bergamo Laboratory,2011-04-07,2011,204.4,M&A,Other,Other,Actual,A Brazilian pharmaceutical company with a focus on oncology.,,,,,
NVO,Novo Nordisk,Novavax CZ,2024-12-30,2024,202.6,M&A,Other,Manufacturing Capacity,Actual,Fill-finish plant to scale Wegovy® & future injectables (ir.novavax.com),,,,,
LLY,Eli Lilly,Engage Biologics,2026-05-20,2026,202.0,M&A,Gene/Cell Therapy,Genetic medicine (non-viral DNA delivery,Actual,,https://www.biopharmadive.com/news/lilly-engage-bio-acquisition-LNPs-genetic-medicines/820736/,,,M&A,HIGH
SNY,Sanofi,TargeGen,2010-07-21,2010,201.0,M&A,Oncology,Oncology,Actual,TG-101348 (fedratinib) JAK2 inhibitor for myelofibrosis,,,,,
PFE,Pfizer,Serenex,2008-04-01,2008,200.0,M&A,Oncology,Oncology,Actual,Oral Hsp90 inhibitor SNX-5422 and chaperone-biology discovery engine (en.wikipedia.org),,,,,
NVS,Novartis,Tianyuan Bio-Pharmaceutical,2011-03-22,2011,194.0,M&A,Vaccines,Vaccines,Actual,85 % stake in Chinese vaccine maker – local manufacturing base & entry platform for Novartis human vaccines in China (genengnews.com),,,,,
BMY,Bristol Myers Squibb,Kosan Biosciences,2008-06-01,2008,191.0,M&A,Oncology,Oncology,Actual,Hsp90 inhibitor tanespimycin & epothilone-D microtubule agents,,,,,
GSK,GSK,GlycoVaxyn,2015-02-11,2015,190.0,M&A,Vaccines,Vaccines,Actual,Bioconjugation technology platform to develop vaccines against complex bacterial pathogens.,,,,,
ROG,Roche,AntlerA,2024-07-26,2024,184.4,M&A,Ophthalmology,Ophthalmology,Actual,ANT-638 Wnt-agonist antibody for retinal vascular disease (roche.com),,,,,
ROG,Roche,GLYCART Biotechnology,2005-07-19,2005,183.4,M&A,Oncology,Oncology,Actual,"Glyco-engineered anti-CD20 mAb GA101 (obinutuzumab, Gazyva®) platform (roche.com)",,,,,
AMGN,Amgen,Nuevolution,2019-07-15,2019,183.0,M&A,Other,Platform,Actual,DNA-encoded library (DEL) platform for small molecule discovery.,,,,,
ABBV,AbbVie,West Pharmaceutical Services (WST) — Tempe AZ facility + IP,2026-01-12,2026,175.0,BD,Diagnostics,Drug-delivery / device manufacturing fac,Actual,,"https://news.abbvie.com/2026-01-12-AbbVie-to-Acquire-Arizona-Manufacturing-Facility,-Further-Strengthening-Manufacturing-Capabilities-in-the-United-States",,0.0,other,HIGH
AMGN,Amgen,Kinetix Pharmaceuticals,2000-12-14,2000,172.2,M&A,Other,Platform,Actual,Protein kinase inhibitor discovery platform.,,,,,
SNY,Sanofi,Origimm,2021-12-03,2021,170.9,M&A,Vaccines,Vaccines,Actual,ORI-001 first-in-class acne vaccine targeting C. acnes virulence factors (reuters.com),,,,,
PFE,Pfizer,Coley Pharmaceutical Group,2008-01-25,2008,164.0,M&A,Oncology,Oncology,Actual,TLR-9 agonist (CpG 7909) adjuvant platform for cancer & vaccines (pfizer.com),,,,,
PFE,Pfizer,Javelin Pharmaceuticals,2010-07-01,2010,161.9,M&A,CNS/Neurology,Cns,Actual,IV diclofenac (Dyloject®) & nasal sufentanil; folded into Hospira analgesics (en.wikipedia.org),,,,,
ROG,Roche,Piramed Pharma,2008-04-15,2008,160.0,M&A,Oncology,Oncology,Actual,PI3K-δ & PI3K-γ inhibitors (idelalisib-class) for hematologic malignancies (cen.acs.org),,,,,
JNJ,Johnson & Johnson,ColBar LifeScience,2006-07-06,2006,159.0,M&A,Dermatology/Aesthetics,Aesthetics,Actual,Evolence® collagen filler technology for facial rejuvenation,,,,,
PFE,Pfizer,Embrex,2006-11-16,2006,155.0,M&A,Vaccines,Vaccines,Actual,In-ovo poultry-vaccine delivery (Inovoject®) re-opens poultry franchise (biospace.com),,,,,
